node,node_lat,node_lon,ts,num,rssi,tag,tag_lat,tag_lon,tag_speed,dist_m,received
node02,40.8591123,19.7487502,2025-02-05 17:02:09,1536,-10.089547997,KMBA_04A31607C091,58.63,56.31,1.53,74,true
node33,22.483182,113.916509,2025-02-27 12:46:54,384,-10.8846488023,KMBA_04A31607C091,59.22,51.06,4.21,300,true
node35,44.441584,126.4510829,2025-02-03 01:37:25,1512,-14.605494206,KMBA_04A31607C091,51.66,54.43,3.02,932,false
node18,-8.1553145,111.8270486,2025-02-06 07:19:25,1001,-15.3519162678,KMBA_04A31607C091,55.04,57.83,2.22,608,false
node04,38.8,-77.05,2025-02-08 01:17:44,1109,-10.4748284468,KMBA_04A31607C091,54.9,57.98,2.26,70,true
node21,36.87117,121.509453,2025-02-04 09:57:10,389,-13.0856730218,KMBA_04A31607C091,58.39,52.59,2.4,71,false
node35,47.31878,130.274684,2025-02-07 10:40:51,1116,-11.2279726232,KMBA_04A31607C091,55.46,55.0,1.74,682,true
node21,8.9823792,-79.5198696,2025-02-14 14:27:19,682,-10.8516805902,KMBA_04A31607C091,51.84,54.33,4.02,109,true
node27,17.9567646,-102.1943485,2025-02-09 18:33:17,898,-15.2839462395,KMBA_04A31607C091,59.75,54.91,1.28,233,true
node27,25.419319,118.993885,2025-02-06 17:16:43,1227,-14.960616005,KMBA_04A31607C091,58.12,55.43,4.32,855,false
node15,-1.2543408,-78.6228504,2025-02-20 10:39:28,1006,-21.8851972681,KMBA_04A31607C091,55.42,52.72,3.81,872,true
node18,41.6775685,-83.5629746,2025-02-10 21:58:36,358,-17.140979849,KMBA_04A31607C091,56.85,56.66,4.55,324,false
node21,48.6045918,22.2437042,2025-02-06 04:08:56,611,-12.1439522813,KMBA_04A31607C091,51.65,53.11,1.14,680,true
node33,41.3593636,-8.3718954,2025-02-19 07:21:46,1430,-12.5798598988,KMBA_04A31607C091,57.48,50.76,4.62,855,true
node35,9.201062,-73.5425659,2025-02-04 19:59:38,636,-10.9797646083,KMBA_04A31607C091,56.32,59.68,4.25,339,true
node18,34.33629,119.547248,2025-02-17 09:16:22,944,-11.2463955788,KMBA_04A31607C091,52.92,58.84,2.58,89,false
node27,38.197478,114.335324,2025-02-14 04:08:35,1432,-23.9384227213,KMBA_04A31607C091,55.32,51.51,1.66,259,false
node36,35.579427,109.262961,2025-02-22 07:02:01,734,-23.8277084551,KMBA_04A31607C091,59.76,58.13,1.96,337,true
node27,-0.1423977,100.4902451,2025-02-03 16:42:27,1101,-16.588570199,KMBA_04A31607C091,51.74,58.81,2.99,242,true
node36,-30.3845133,-56.4488086,2025-02-19 11:21:42,1106,-15.8179042613,KMBA_04A31607C091,59.41,59.59,3.88,17,false
node27,39.0277832,-94.6557914,2025-02-19 18:10:41,858,-16.210556837,KMBA_04A31607C091,56.87,55.01,3.87,211,false
node36,23.0998443,113.2915045,2025-02-21 07:46:04,1173,-10.7745000102,KMBA_04A31607C091,56.71,58.9,4.88,552,true
node35,45.8860486,20.194172,2025-02-13 00:21:37,301,-13.043930392,KMBA_04A31607C091,55.67,53.78,4.83,534,true
node21,60.1014533,29.9573604,2025-02-27 15:44:57,1074,-11.5478499239,KMBA_04A31607C091,58.0,59.38,3.65,472,false
node04,-34.069556,20.6764877,2025-02-26 21:09:42,860,-10.8765497618,KMBA_04A31607C091,58.41,57.11,1.87,621,true
node21,46.8117208,33.4901963,2025-02-23 12:21:02,455,-20.3997196205,KMBA_04A31607C091,56.22,51.76,1.73,813,true
node33,1.2540403,42.5779182,2025-02-07 22:42:21,1172,-21.3580865686,KMBA_04A31607C091,54.84,54.07,1.01,115,false
node04,11.3802442,105.5005483,2025-02-14 02:31:17,791,-12.7375444937,KMBA_04A31607C091,56.38,59.64,3.76,215,false
node35,2.967008,101.490712,2025-02-22 14:54:55,970,-13.6530095329,KMBA_04A31607C091,57.23,54.69,1.77,625,true
node04,49.430258,17.8571512,2025-02-13 19:21:18,991,-17.6381279409,KMBA_04A31607C091,58.15,53.63,1.15,623,true
node04,43.704612,7.261933,2025-02-08 15:19:49,1091,-13.066085359,KMBA_04A31607C091,52.73,51.19,3.42,151,true
node27,9.1249562,124.7445365,2025-02-19 15:54:16,486,-15.2700108251,KMBA_04A31607C091,58.04,56.38,4.53,302,false
node18,49.7503184,15.3480679,2025-02-27 05:19:29,356,-10.1430235319,KMBA_04A31607C091,57.57,59.02,3.51,103,true
node04,39.2259226,23.2195437,2025-02-23 02:25:18,1560,-17.1440499802,KMBA_04A31607C091,58.29,55.88,3.65,751,false
node04,34.933333,126.583333,2025-02-26 16:31:25,321,-11.8968809876,KMBA_04A31607C091,51.6,54.0,4.97,92,false
node15,63.8310311,20.2434458,2025-02-20 05:48:37,1413,-11.2351291312,KMBA_04A31607C091,55.45,58.59,3.58,115,false
node35,54.8539133,38.5734956,2025-02-25 18:58:49,409,-10.2817664731,KMBA_04A31607C091,59.68,50.51,3.98,239,false
node21,28.1904306,112.9857433,2025-02-09 07:49:07,599,-17.5440497759,KMBA_04A31607C091,58.2,56.85,3.78,61,true
node33,31.364902,108.249509,2025-02-24 19:49:55,374,-10.2604524823,KMBA_04A31607C091,52.6,57.84,1.74,749,false
node21,8.5974312,-80.1791368,2025-02-27 18:16:30,1486,-11.0942788761,KMBA_04A31607C091,54.4,54.38,2.24,788,true
node04,-7.2080402,108.7185184,2025-02-04 18:07:13,675,-15.3875569633,KMBA_04A31607C091,53.39,56.14,1.67,289,true
node35,59.3729008,17.8567134,2025-02-19 16:12:44,1570,-10.8372911884,KMBA_04A31607C091,51.36,50.36,2.49,284,false
node21,55.9015576,52.3550104,2025-02-24 11:54:15,454,-15.4353400264,KMBA_04A31607C091,50.53,53.35,2.15,98,false
node04,6.737092,124.600287,2025-02-20 23:24:41,1046,-12.578177238,KMBA_04A31607C091,54.88,59.59,4.94,520,true
node21,-34.5656691,-58.7176959,2025-02-24 11:26:05,1245,-15.1507135844,KMBA_04A31607C091,55.22,55.59,2.57,964,true
node04,-28.183771,23.5609459,2025-02-24 04:58:53,728,-14.6077899048,KMBA_04A31607C091,58.19,59.21,1.03,926,false
node04,37.022024,104.423539,2025-02-25 09:15:46,1460,-11.1291796418,KMBA_04A31607C091,51.48,51.62,2.53,461,false
node27,52.4460804,-9.4851741,2025-02-27 16:10:34,817,-12.5856993262,KMBA_04A31607C091,56.41,56.83,2.12,503,false
node02,2.9262958,11.1560732,2025-02-26 18:58:31,390,-11.7724835801,KMBA_04A31607C091,52.45,57.02,2.43,976,true
node36,19.8829688,105.6791207,2025-02-22 09:59:21,1518,-12.6105115008,KMBA_04A31607C091,55.58,58.29,4.63,574,true
node04,26.489558,119.549776,2025-02-25 08:23:58,1175,-36.2482079857,KMBA_04A31607C091,55.52,50.27,3.9,425,true
node02,-6.9689802,112.4261662,2025-02-01 13:32:21,586,-10.1274829345,KMBA_04A31607C091,56.08,57.18,2.58,921,true
node15,-6.7098551,111.3479498,2025-02-10 11:02:43,1300,-12.2834362934,KMBA_04A31607C091,55.71,52.98,2.87,825,true
node21,25.112046,99.161761,2025-02-09 20:51:48,1375,-12.3834445691,KMBA_04A31607C091,51.84,59.31,3.45,456,true
node27,-12.0904353,-77.069999,2025-02-05 14:30:34,816,-20.0773723547,KMBA_04A31607C091,51.31,50.07,2.22,114,true
node33,40.0115285,-119.6962677,2025-02-26 15:32:44,863,-18.1620189229,KMBA_04A31607C091,53.34,59.2,4.47,511,true
node04,37.7700101,-25.6598704,2025-02-27 07:30:56,1157,-10.3277925503,KMBA_04A31607C091,56.46,55.78,4.47,543,true
node02,18.5591814,-99.5982999,2025-02-21 19:52:48,1037,-14.7208990729,KMBA_04A31607C091,51.15,58.75,5.0,212,true
node04,-4.6694294,34.8706935,2025-02-23 16:56:41,471,-10.2983363066,KMBA_04A31607C091,57.86,54.68,1.13,133,false
node04,14.63333,-16.23333,2025-02-02 13:26:49,1031,-15.7846080026,KMBA_04A31607C091,51.1,54.15,4.6,642,true
node04,48.83328,-72.53209,2025-02-03 10:45:53,336,-14.6092243687,KMBA_04A31607C091,59.2,56.37,3.58,299,true
node33,-31.9505269,115.8604572,2025-02-27 17:23:16,474,-18.8917507678,KMBA_04A31607C091,51.13,57.91,3.97,143,true
node35,-6.5816014,111.0683954,2025-02-14 11:04:55,1600,-10.2743419315,KMBA_04A31607C091,57.04,54.69,2.91,994,false
node15,54.8,24.45,2025-02-24 11:16:24,320,-10.7614855794,KMBA_04A31607C091,56.79,59.54,1.38,742,false
node04,40.385424,115.869854,2025-02-19 13:22:48,1285,-16.9692041559,KMBA_04A31607C091,52.77,57.61,4.03,144,true
node15,-7.057009,106.91129,2025-02-20 22:43:23,1514,-14.9690203582,KMBA_04A31607C091,52.61,50.19,3.56,743,true
node33,-7.167974,108.5077307,2025-02-17 08:05:44,1596,-10.7285034982,KMBA_04A31607C091,51.02,58.23,4.86,274,true
node27,50.9977219,11.0137723,2025-02-05 05:47:11,1299,-13.0468631413,KMBA_04A31607C091,51.07,54.7,1.59,79,true
node35,41.6213969,-8.6287913,2025-02-08 22:54:41,654,-13.8330913745,KMBA_04A31607C091,58.94,58.85,1.03,129,true
node04,2.7724038,32.2880726,2025-02-25 02:17:38,503,-11.7659995746,KMBA_04A31607C091,56.02,53.64,1.81,693,false
node21,24.9372186,118.6422409,2025-02-19 06:46:19,436,-15.2860608897,KMBA_04A31607C091,57.99,58.76,2.39,259,false
node33,5.650804,-72.9342451,2025-02-27 07:17:25,1173,-10.642238353,KMBA_04A31607C091,57.0,52.28,4.73,500,true
node33,-4.3681626,-39.4035876,2025-02-22 23:33:03,624,-12.7697565224,KMBA_04A31607C091,58.31,55.36,4.98,651,true
node27,8.955271,126.009711,2025-02-09 15:48:38,361,-12.7311313537,KMBA_04A31607C091,57.56,51.84,3.12,706,true
node02,12.6679167,123.9881642,2025-02-27 11:35:17,966,-18.1899748309,KMBA_04A31607C091,55.48,53.97,2.42,313,true
node15,55.7213879,37.40292,2025-02-10 06:34:54,1056,-10.4053615953,KMBA_04A31607C091,57.88,59.97,4.37,946,true
node02,38.3143554,26.1321521,2025-02-22 18:27:28,1370,-14.1764110533,KMBA_04A31607C091,50.0,56.49,3.33,519,true
node04,37.4092357,57.9276184,2025-02-03 18:46:02,1408,-13.5338158168,KMBA_04A31607C091,58.33,52.65,2.02,689,true
node27,29.0853759,48.0654706,2025-02-13 05:40:41,1123,-10.1498377984,KMBA_04A31607C091,55.58,54.97,1.83,771,true
node15,43.1910991,44.4523581,2025-02-13 22:05:25,733,-10.2164363575,KMBA_04A31607C091,56.87,56.06,4.74,31,false
node33,30.334768,106.93038,2025-02-16 19:10:35,1379,-12.5613355954,KMBA_04A31607C091,53.11,59.79,1.44,467,false
node36,16.7620996,-93.1560055,2025-02-14 15:07:20,525,-10.5898935308,KMBA_04A31607C091,56.77,56.31,1.22,91,false
node18,35.4889372,139.3909552,2025-02-10 20:03:09,1545,-24.4828110768,KMBA_04A31607C091,52.22,50.82,3.41,15,true
node36,51.068668,22.9614463,2025-02-02 09:27:55,1016,-11.3332020285,KMBA_04A31607C091,59.18,55.51,3.41,807,true
node21,48.1734633,23.2972476,2025-02-02 09:52:23,953,-10.7251169375,KMBA_04A31607C091,54.73,56.75,1.85,633,false
node27,2.7005604,-66.8081979,2025-02-12 04:00:22,806,-14.613827172,KMBA_04A31607C091,53.94,58.66,1.82,26,true
node02,34.8148172,135.7683696,2025-02-25 20:09:21,922,-10.5269782675,KMBA_04A31607C091,56.84,58.91,2.97,457,true
node02,31.364902,108.249509,2025-02-13 20:36:40,1019,-13.3517343886,KMBA_04A31607C091,56.66,58.68,1.36,84,false
node35,41.2699615,26.38509,2025-02-19 01:47:43,713,-10.8230538569,KMBA_04A31607C091,54.98,53.48,2.99,354,true
node04,-2.9083521,29.8265492,2025-02-08 00:24:39,1487,-10.9603985798,KMBA_04A31607C091,51.47,56.06,1.24,402,false
node04,-6.4952673,107.8050772,2025-02-01 00:36:00,316,-14.2368641242,KMBA_04A31607C091,56.29,59.64,3.14,912,true
node36,5.8837714,38.9824579,2025-02-19 22:00:04,590,-16.9110640468,KMBA_04A31607C091,51.17,57.46,1.54,900,false
node18,11.7129451,122.3630092,2025-02-03 07:09:54,664,-16.6711582956,KMBA_04A31607C091,58.13,56.69,2.51,898,true
node27,29.731101,116.251947,2025-02-05 03:29:31,728,-12.6667380014,KMBA_04A31607C091,54.52,51.65,3.22,560,false
node21,33.456443,36.2359629,2025-02-11 16:34:36,1227,-17.841287131,KMBA_04A31607C091,51.61,58.46,2.54,155,true
node04,37.3329941,140.2344463,2025-02-01 00:12:02,1079,-10.2881542756,KMBA_04A31607C091,56.49,51.25,4.47,184,true
node35,5.3847763,95.9602371,2025-02-13 19:44:01,712,-13.3465951282,KMBA_04A31607C091,52.19,54.58,3.14,908,true
node04,14.631218,121.0628238,2025-02-13 10:59:09,1577,-11.2043388482,KMBA_04A31607C091,51.49,55.03,1.32,999,true
node27,49.7937399,17.4421225,2025-02-22 04:00:12,1055,-11.6192000702,KMBA_04A31607C091,50.7,59.59,4.25,972,false
node18,-31.3317595,-54.1038619,2025-02-06 16:20:31,659,-11.6046863188,KMBA_04A31607C091,57.14,56.15,4.98,277,true
node33,23.378505,113.832363,2025-02-26 08:49:51,611,-17.400514565,KMBA_04A31607C091,51.49,59.02,1.17,447,true
node35,1.8786869,9.9716585,2025-02-02 18:14:02,1218,-18.9184939379,KMBA_04A31607C091,50.99,51.26,1.4,653,true
node04,53.9323017,25.7774859,2025-02-13 02:56:17,1412,-14.7342191157,KMBA_04A31607C091,51.57,57.19,3.63,818,false
node15,36.6755608,10.1535196,2025-02-13 08:05:37,833,-10.0722130615,KMBA_04A31607C091,51.64,55.71,4.47,506,true
node15,27.190708,109.818685,2025-02-21 14:08:08,1450,-13.5719750848,KMBA_04A31607C091,56.22,51.08,1.62,781,true
node21,-20.4413004,-63.2798225,2025-02-27 03:04:57,635,-10.2273355699,KMBA_04A31607C091,55.93,50.0,3.14,721,true
node36,48.9292043,40.3719341,2025-02-04 22:24:44,929,-16.0027325411,KMBA_04A31607C091,53.25,53.95,3.92,414,true
node36,8.1713638,-72.1712309,2025-02-08 20:55:13,1525,-12.8597365064,KMBA_04A31607C091,53.4,58.52,4.62,452,true
node02,48.6563441,6.1856748,2025-02-20 20:47:53,1474,-30.0382799576,KMBA_04A31607C091,57.94,55.44,4.3,721,true
node35,49.2554075,13.7655233,2025-02-09 21:52:53,1504,-19.7146232434,KMBA_04A31607C091,57.53,51.9,2.74,608,true
node04,38.487193,106.230908,2025-02-04 00:39:08,481,-23.9489081775,KMBA_04A31607C091,55.4,59.06,3.63,938,false
node27,30.146551,120.369051,2025-02-08 12:23:32,601,-14.3810468772,KMBA_04A31607C091,55.92,53.73,3.58,299,false
node18,21.920665,110.268057,2025-02-02 04:19:18,747,-14.9544435814,KMBA_04A31607C091,55.46,59.32,2.5,223,true
node36,14.0285468,120.7181027,2025-02-25 08:28:05,830,-10.3315129702,KMBA_04A31607C091,55.32,52.92,3.18,691,false
node02,41.307852,-8.3648654,2025-02-21 07:19:40,786,-11.5310227493,KMBA_04A31607C091,52.39,58.22,2.44,405,false
node35,15.479529,44.2166214,2025-02-03 23:48:43,957,-14.1966208932,KMBA_04A31607C091,57.27,59.32,3.93,757,true
node02,2.9878652,101.549066,2025-02-13 18:37:28,950,-13.6440977238,KMBA_04A31607C091,53.66,51.76,2.71,270,false
node27,-20.3345205,-47.7921348,2025-02-12 07:34:31,1336,-11.531014662,KMBA_04A31607C091,51.51,59.76,1.62,833,false
node27,18.4521371,-72.2867105,2025-02-24 16:39:35,1499,-12.0541213903,KMBA_04A31607C091,55.45,57.24,2.38,760,true
node21,-6.4931733,110.876154,2025-02-10 16:08:24,885,-20.3872493849,KMBA_04A31607C091,54.68,55.56,2.92,355,true
node33,46.259991,14.367531,2025-02-26 05:17:10,998,-10.0176466037,KMBA_04A31607C091,52.17,58.99,1.39,757,false
node21,-23.1427013,-44.1663455,2025-02-26 04:51:59,1295,-11.7382760301,KMBA_04A31607C091,57.73,56.76,3.31,120,false
node35,59.6794853,18.67843,2025-02-01 22:16:14,1307,-14.3816221902,KMBA_04A31607C091,56.85,58.36,3.64,475,false
node27,17.0852216,120.8681069,2025-02-03 03:01:46,633,-12.1420662027,KMBA_04A31607C091,54.87,54.86,2.34,601,true
node18,-7.034968,108.1725154,2025-02-19 11:56:35,914,-20.345058505,KMBA_04A31607C091,52.42,58.32,3.23,657,true
node36,22.556499,114.236875,2025-02-23 20:42:45,1541,-10.1554100365,KMBA_04A31607C091,56.31,57.61,2.01,932,true
node15,38.7811142,20.7067845,2025-02-02 12:34:33,1458,-10.3423534755,KMBA_04A31607C091,55.23,57.56,3.62,408,false
node36,-9.487325,124.5500146,2025-02-12 16:43:39,368,-10.514137643,KMBA_04A31607C091,55.71,51.45,3.25,340,false
node33,24.804232,98.296657,2025-02-08 02:12:30,728,-13.5850382958,KMBA_04A31607C091,50.19,50.96,1.02,95,true
node18,45.3306087,17.7149287,2025-02-19 02:06:02,1243,-16.7259147593,KMBA_04A31607C091,52.7,56.86,1.4,617,true
node04,-6.5096059,108.4543113,2025-02-11 13:57:35,745,-20.5024457945,KMBA_04A31607C091,51.29,59.31,2.24,924,true
node35,6.6058668,-0.7117137,2025-02-22 19:47:08,1104,-16.3959103847,KMBA_04A31607C091,57.66,55.3,2.41,653,false
node35,-24.2670414,-52.7241914,2025-02-15 04:20:24,580,-14.4120100698,KMBA_04A31607C091,52.56,51.79,3.35,161,false
node21,14.8533744,100.9894413,2025-02-16 10:09:03,1327,-11.8854103237,KMBA_04A31607C091,53.2,59.63,3.77,447,false
node33,-23.0246201,-45.5558631,2025-02-01 12:27:26,1178,-11.22975523,KMBA_04A31607C091,55.05,50.75,2.05,780,true
node04,23.4069561,58.1252383,2025-02-25 13:59:35,421,-17.255220361,KMBA_04A31607C091,59.79,51.6,2.01,476,true
node36,50.0579046,21.897502,2025-02-26 18:52:39,1344,-11.3766859188,KMBA_04A31607C091,54.81,57.79,2.72,320,false
node36,17.8964345,-62.852201,2025-02-20 15:14:36,1497,-16.330094782,KMBA_04A31607C091,52.1,55.62,1.46,989,false
node36,-13.9468358,-39.6724573,2025-02-14 19:32:42,1085,-20.5805787191,KMBA_04A31607C091,55.54,51.53,3.48,206,true
node02,16.7620996,-93.1560055,2025-02-11 03:04:17,1271,-10.0479006313,KMBA_04A31607C091,50.13,59.76,1.44,245,false
node27,42.76618,123.15486,2025-02-09 13:17:50,600,-13.1339826458,KMBA_04A31607C091,52.86,52.52,4.55,458,true
node15,-8.4358333,119.9916667,2025-02-24 22:33:08,967,-10.4571304931,KMBA_04A31607C091,50.91,57.53,2.33,306,false
node33,36.7821,117.032171,2025-02-21 22:29:16,1543,-12.8139039329,KMBA_04A31607C091,53.24,53.41,4.1,962,false
node04,12.0718334,1.7879685,2025-02-19 19:48:36,1544,-11.4668777057,KMBA_04A31607C091,59.39,59.0,4.61,769,true
node27,22.332599,-80.2711588,2025-02-20 03:38:36,1104,-14.7520868609,KMBA_04A31607C091,57.23,53.75,2.68,360,false
node21,60.1932037,24.9412435,2025-02-13 07:46:57,709,-10.4895472002,KMBA_04A31607C091,50.87,50.01,2.6,443,false
node33,42.3369976,23.5527975,2025-02-01 02:24:06,696,-18.8701447902,KMBA_04A31607C091,57.7,52.95,3.51,295,true
node33,15.2402083,-91.8440552,2025-02-01 09:49:29,1051,-12.3995394245,KMBA_04A31607C091,55.52,50.43,4.18,359,true
node04,14.11684,-86.355797,2025-02-27 08:11:22,938,-10.8432193021,KMBA_04A31607C091,54.44,57.96,4.9,16,true
node27,48.892701,2.233089,2025-02-17 16:09:15,1043,-11.2443998752,KMBA_04A31607C091,55.57,54.25,1.68,265,false
node35,38.9424786,105.6553049,2025-02-25 19:28:03,1474,-13.5089465778,KMBA_04A31607C091,50.64,56.1,3.26,58,false
node04,22.585397,113.38492,2025-02-05 10:58:23,408,-10.5939275189,KMBA_04A31607C091,59.72,50.62,3.78,123,true
node18,49.740105,15.1060638,2025-02-23 21:25:24,1150,-13.6460125966,KMBA_04A31607C091,58.68,55.12,3.13,515,true
node04,40.576319,110.044106,2025-02-27 15:07:48,1027,-10.5974201202,KMBA_04A31607C091,56.86,51.04,2.66,212,false
node27,41.9391449,12.532671,2025-02-05 15:46:11,1433,-11.6250508911,KMBA_04A31607C091,56.67,53.06,3.28,269,true
node33,41.9924293,21.4298411,2025-02-09 23:58:27,1143,-12.620729428,KMBA_04A31607C091,56.09,53.34,4.75,506,true
node36,17.7409147,-91.7660525,2025-02-19 14:28:43,1530,-14.8370688405,KMBA_04A31607C091,54.35,52.02,3.74,555,false
node36,29.811574,112.897464,2025-02-07 05:41:48,1156,-12.9727615694,KMBA_04A31607C091,56.09,57.0,1.33,556,true
node27,39.2752729,118.4500421,2025-02-12 03:10:02,1021,-10.5610165542,KMBA_04A31607C091,57.65,50.55,3.31,880,false
node21,49.116169,6.1807997,2025-02-16 21:24:40,821,-12.0166850933,KMBA_04A31607C091,51.21,56.19,3.59,137,false
node18,7.7299001,125.1001641,2025-02-16 08:13:30,1070,-11.0739032124,KMBA_04A31607C091,56.48,59.7,3.63,810,false
node18,15.5653934,120.6147766,2025-02-14 11:09:05,1049,-11.2916385594,KMBA_04A31607C091,53.1,56.91,1.91,592,true
node21,39.193073,112.865891,2025-02-06 04:24:09,484,-15.5124344006,KMBA_04A31607C091,57.8,58.88,2.47,939,true
node27,41.3934697,19.9165644,2025-02-11 11:25:03,1346,-15.7576253009,KMBA_04A31607C091,51.7,58.18,3.83,215,true
node21,-6.1923925,106.8218403,2025-02-17 15:42:14,725,-10.9365940669,KMBA_04A31607C091,57.33,50.37,3.64,892,true
node33,9.7719294,126.1259807,2025-02-20 19:41:37,550,-16.3734572819,KMBA_04A31607C091,57.68,54.27,4.49,383,true
node18,46.0523136,17.2018057,2025-02-09 22:24:48,1420,-11.7562149448,KMBA_04A31607C091,51.31,56.29,2.12,794,true
node04,9.477773,-84.2662901,2025-02-08 07:54:29,652,-18.9514834271,KMBA_04A31607C091,59.99,59.66,3.44,777,true
node15,40.8123781,49.4656047,2025-02-04 08:35:13,1479,-10.8786138589,KMBA_04A31607C091,53.41,51.04,1.21,589,false
node18,41.3922962,-8.3323796,2025-02-22 09:51:18,415,-13.4391787482,KMBA_04A31607C091,53.06,54.53,4.77,837,true
node35,15.18533,43.51122,2025-02-01 21:39:02,1591,-10.1932021971,KMBA_04A31607C091,59.53,56.8,3.98,226,true
node27,-7.6913152,109.89939,2025-02-18 16:00:31,375,-23.071761353,KMBA_04A31607C091,53.06,59.35,3.36,134,false
node02,29.5530941,118.9353968,2025-02-01 09:45:33,911,-12.9405617169,KMBA_04A31607C091,57.36,59.17,2.21,548,false
node35,40.42639,49.98361,2025-02-20 21:37:57,1114,-11.2502360178,KMBA_04A31607C091,55.27,54.21,4.59,703,false
node02,35.30385,113.875245,2025-02-06 02:04:02,839,-12.7242163855,KMBA_04A31607C091,55.29,50.68,1.92,96,false
node21,-13.87016,-73.667793,2025-02-27 09:56:41,972,-17.3670748728,KMBA_04A31607C091,50.24,53.58,2.39,747,true
