node,node_lat,node_lon,ts,num,rssi,tag,tag_lat,tag_lon,tag_speed,dist_m,received
node04,-30.5148445,-53.4832383,2025-01-15 04:53:20,1109,-23.2322884379,KMBA_04A31607C091,58.81,56.39,4.09,816,false
node33,43.5162166,-5.664252,2025-01-13 17:02:03,1266,-13.3614427539,KMBA_04A31607C091,57.72,55.32,4.26,618,true
node33,29.338873,110.525449,2025-01-17 19:04:54,1312,-11.3957259482,KMBA_04A31607C091,54.8,51.39,2.05,198,false
node18,47.9392632,32.5560249,2025-01-25 11:11:20,1439,-17.6146120375,KMBA_04A31607C091,58.09,59.92,2.93,724,true
node15,48.6138851,14.2281446,2025-01-29 10:09:28,860,-13.6624345028,KMBA_04A31607C091,57.69,54.14,2.48,967,true
node15,13.9047039,-61.0667869,2025-01-15 11:07:28,1008,-17.9161498683,KMBA_04A31607C091,54.31,53.89,1.1,937,false
node27,-5.0986263,-42.8245916,2025-01-15 07:25:53,442,-22.2896533807,KMBA_04A31607C091,59.59,51.48,3.68,120,false
node27,-20.3656796,57.6424881,2025-01-15 13:13:59,506,-18.5187860707,KMBA_04A31607C091,52.82,53.9,2.27,332,true
node21,22.141482,113.83012,2025-01-17 09:53:03,1561,-18.222627431,KMBA_04A31607C091,50.16,58.74,4.44,46,true
node27,24.965651,102.591737,2025-01-24 07:06:20,429,-18.9228188014,KMBA_04A31607C091,53.84,52.3,2.35,132,false
node02,11.1490559,123.9914417,2025-01-15 23:06:48,412,-11.5800981845,KMBA_04A31607C091,55.25,50.14,4.22,543,false
node04,-34.5484605,-58.5717015,2025-01-21 20:14:04,881,-13.2186687325,KMBA_04A31607C091,59.35,52.35,2.27,373,false
node02,15.113515,-89.362656,2025-01-29 22:38:35,760,-12.33312683,KMBA_04A31607C091,59.65,56.44,1.97,106,true
node33,38.8974019,-77.0262531,2025-01-18 00:08:07,1413,-11.8175609448,KMBA_04A31607C091,51.7,51.15,2.45,506,false
node02,-7.7001724,-79.4338188,2025-01-09 21:17:44,582,-11.4200303102,KMBA_04A31607C091,51.53,57.52,4.47,746,true
node02,38.7655253,-9.3448465,2025-01-24 03:34:39,413,-20.6034507784,KMBA_04A31607C091,53.06,58.46,2.96,71,false
node36,34.8422936,36.7307641,2025-01-27 09:48:37,1256,-12.0442103243,KMBA_04A31607C091,53.82,58.34,4.53,79,false
node35,34.341574,108.93977,2025-01-09 23:32:32,904,-10.138045618,KMBA_04A31607C091,54.03,54.84,2.56,622,true
node27,21.8756188,-102.2848729,2025-01-17 01:52:14,1212,-16.7866059103,KMBA_04A31607C091,56.96,52.33,2.25,902,true
node04,56.8999269,26.7198789,2025-01-14 23:11:12,982,-11.9628932467,KMBA_04A31607C091,54.33,57.09,1.35,497,false
node27,43.2837871,46.4531554,2025-01-13 22:43:17,867,-10.6595150783,KMBA_04A31607C091,51.92,53.13,1.35,268,true
node04,22.5738562,113.89831,2025-01-29 22:46:05,362,-10.3597589831,KMBA_04A31607C091,50.81,53.85,1.47,842,true
node21,-21.9111483,-56.4719928,2025-01-22 04:43:12,1487,-16.5547252672,KMBA_04A31607C091,53.02,50.55,1.86,856,true
node36,48.9479951,90.0133872,2025-01-05 11:20:10,1035,-11.504459154,KMBA_04A31607C091,50.13,59.93,2.12,125,false
node35,8.3141383,124.8551784,2025-01-17 03:55:38,1225,-12.8523555643,KMBA_04A31607C091,55.06,59.63,1.21,318,false
node18,49.5636147,6.0123531,2025-01-27 18:28:43,1312,-11.1068099268,KMBA_04A31607C091,59.95,57.59,2.18,696,false
node04,11.0002604,122.740723,2025-01-02 11:53:10,1539,-11.7875028625,KMBA_04A31607C091,58.67,52.22,3.74,940,false
node04,58.0498372,11.8515576,2025-01-04 20:22:10,756,-14.0217708553,KMBA_04A31607C091,52.68,58.51,2.53,294,true
node18,63.4388688,10.4232348,2025-01-30 20:14:44,906,-20.6992805249,KMBA_04A31607C091,58.97,53.54,4.06,47,false
node18,-36.23975,-61.121304,2025-01-06 14:03:49,763,-11.3450541609,KMBA_04A31607C091,50.29,52.3,4.56,339,false
node33,29.8867761,-95.54919,2025-01-20 00:36:54,811,-12.8638501492,KMBA_04A31607C091,59.84,52.86,1.5,483,false
node21,-8.2010401,114.9739344,2025-01-09 14:16:00,1345,-12.7970165519,KMBA_04A31607C091,57.09,50.2,3.15,816,false
node02,-7.2267854,110.5424021,2025-01-11 22:45:09,1589,-24.5287979968,KMBA_04A31607C091,59.87,55.15,2.26,132,true
node35,-6.5488924,-79.8646835,2025-01-29 02:24:24,995,-15.4521480345,KMBA_04A31607C091,58.44,59.84,4.85,919,false
node21,-8.0526,113.7809,2025-01-12 04:48:53,717,-15.5519968242,KMBA_04A31607C091,57.92,52.6,1.78,223,true
node04,40.4304536,-3.7105118,2025-01-08 23:06:49,1319,-17.6505734768,KMBA_04A31607C091,52.89,52.91,2.44,222,false
node02,32.318255,109.715304,2025-01-24 19:57:20,880,-16.1109720434,KMBA_04A31607C091,58.27,59.16,2.22,178,false
node18,39.1408814,-8.9008346,2025-01-29 13:23:30,1249,-15.3602079416,KMBA_04A31607C091,54.08,56.97,3.39,104,true
node02,52.3119225,19.0849647,2025-01-29 21:17:22,327,-22.1012587977,KMBA_04A31607C091,55.99,57.75,4.77,806,false
node33,11.7775345,10.4494906,2025-01-19 15:15:41,758,-13.2819013566,KMBA_04A31607C091,58.29,55.03,2.99,209,true
node18,49.8368614,20.6802794,2025-01-20 22:13:41,330,-15.9590004917,KMBA_04A31607C091,51.13,56.14,3.5,181,false
node21,-33.079137,-63.2764606,2025-01-12 18:07:18,1593,-24.0663984232,KMBA_04A31607C091,50.32,59.43,4.85,944,true
node04,34.9255083,64.1478236,2025-01-23 15:11:52,528,-12.5733171841,KMBA_04A31607C091,54.84,57.48,4.76,805,true
node21,3.2336472,10.7295146,2025-01-23 08:42:34,1297,-12.0983519072,KMBA_04A31607C091,56.57,52.23,3.99,677,false
node33,37.9706037,22.780253,2025-01-02 17:18:07,1533,-12.4297685514,KMBA_04A31607C091,56.05,52.76,4.02,794,false
node33,35.2150626,135.2255291,2025-01-17 17:23:41,630,-18.8993972184,KMBA_04A31607C091,59.59,52.1,2.39,292,true
node15,5.08626,96.85273,2025-01-26 07:48:03,1214,-18.8753949217,KMBA_04A31607C091,50.44,53.38,3.04,519,false
node18,55.6774662,12.5834168,2025-01-29 21:03:05,1583,-10.939053271,KMBA_04A31607C091,52.96,58.62,3.07,471,false
node35,41.076226,113.969618,2025-01-17 18:01:16,1569,-14.8306536363,KMBA_04A31607C091,57.71,52.69,1.23,212,false
node21,57.013064,-6.2823331,2025-01-14 21:31:26,1235,-18.5962894816,KMBA_04A31607C091,56.87,58.41,3.26,127,false
node36,-8.3585481,114.6118669,2025-01-06 09:53:12,966,-11.0702948682,KMBA_04A31607C091,53.2,56.81,4.16,72,true
node36,23.394916,114.36847,2025-01-16 15:15:01,1061,-11.0715238552,KMBA_04A31607C091,51.71,50.49,3.57,897,false
node27,35.202503,102.521807,2025-01-16 06:01:33,384,-11.4775339997,KMBA_04A31607C091,56.59,56.09,1.91,103,true
node36,17.9309007,103.1279039,2025-01-26 13:54:45,499,-14.3445449369,KMBA_04A31607C091,55.2,54.21,1.62,171,false
node33,36.599744,101.803717,2025-01-22 03:39:08,1177,-11.127798537,KMBA_04A31607C091,57.53,53.79,1.94,198,true
node35,-6.147133,106.6232359,2025-01-22 05:38:29,560,-14.5651894961,KMBA_04A31607C091,55.47,57.03,1.71,259,false
node02,-3.2581112,-79.9553924,2025-01-09 02:45:57,567,-10.8211411623,KMBA_04A31607C091,57.33,58.58,3.8,531,true
node04,29.2604745,80.9318332,2025-01-13 22:57:10,1138,-10.2892844577,KMBA_04A31607C091,54.37,55.2,3.89,213,true
node35,38.0772641,22.6326975,2025-01-05 16:01:10,730,-10.1640634252,KMBA_04A31607C091,50.1,57.97,2.74,756,true
node36,31.17495,86.812286,2025-01-23 08:09:51,1330,-12.2145948354,KMBA_04A31607C091,54.31,51.57,2.21,107,true
node33,55.207388,34.2986255,2025-01-14 00:39:06,1165,-11.6307839725,KMBA_04A31607C091,56.94,56.71,4.78,160,false
node35,13.4441631,0.5235927,2025-01-27 11:40:47,1456,-12.9740539309,KMBA_04A31607C091,58.15,53.86,1.13,104,true
node33,32.990664,112.528308,2025-01-06 12:10:37,543,-10.3085299704,KMBA_04A31607C091,52.73,53.0,2.89,127,false
node02,39.8230099,119.4891595,2025-01-30 22:38:47,647,-18.4474095053,KMBA_04A31607C091,59.38,55.31,2.91,251,false
node35,49.4904742,11.0986834,2025-01-08 14:12:29,882,-13.6143737644,KMBA_04A31607C091,56.05,59.08,3.63,909,true
node36,37.175532,121.790282,2025-01-17 17:52:17,974,-14.4511333074,KMBA_04A31607C091,53.03,55.2,3.93,67,true
node21,32.8718172,36.574293,2025-01-27 10:30:59,1588,-11.1441342102,KMBA_04A31607C091,50.36,51.85,4.54,885,true
node21,-7.9655412,110.6008827,2025-01-29 18:36:00,1087,-13.6148586522,KMBA_04A31607C091,59.9,50.34,3.7,740,true
node27,35.649152,138.5884549,2025-01-08 19:46:10,304,-16.2246013045,KMBA_04A31607C091,52.96,58.22,1.35,494,false
node02,-10.2122281,-36.8371852,2025-01-11 06:03:31,1354,-18.6896454922,KMBA_04A31607C091,56.65,55.31,4.42,622,false
node04,55.5497526,13.2542172,2025-01-23 00:08:01,1301,-17.8977713744,KMBA_04A31607C091,50.49,59.5,2.18,453,true
node15,50.5699572,17.1493818,2025-01-03 07:05:31,1217,-13.0714135597,KMBA_04A31607C091,55.3,50.04,3.06,121,true
node36,36.730837,104.785208,2025-01-04 04:06:13,935,-15.8207546783,KMBA_04A31607C091,58.94,56.76,3.79,994,false
node18,26.571674,117.669428,2025-01-12 05:14:46,1368,-16.1944602214,KMBA_04A31607C091,55.97,50.97,3.22,572,true
node15,-9.635569,119.413498,2025-01-08 02:20:58,471,-10.1974271963,KMBA_04A31607C091,59.19,53.99,3.43,642,true
node02,46.6698573,0.3697581,2025-01-12 03:44:09,1556,-12.2267629203,KMBA_04A31607C091,54.63,50.58,1.77,545,true
node02,34.839635,103.467868,2025-01-05 12:56:39,371,-12.1827473802,KMBA_04A31607C091,54.95,51.12,3.33,704,false
node18,46.6313635,38.6705832,2025-01-10 03:17:45,1063,-13.819950361,KMBA_04A31607C091,52.75,51.34,2.69,375,false
node35,45.6747796,18.5702566,2025-01-27 00:06:16,1416,-10.3398530747,KMBA_04A31607C091,57.59,57.6,3.32,301,true
node18,31.680023,114.576901,2025-01-10 19:55:01,949,-10.3080891601,KMBA_04A31607C091,58.53,56.92,2.04,790,true
node27,59.9263628,10.779541,2025-01-04 21:39:33,1091,-14.1504944134,KMBA_04A31607C091,57.98,56.23,3.13,352,false
node27,44.0698918,22.0985086,2025-01-28 07:41:40,1176,-14.6869191805,KMBA_04A31607C091,52.17,56.65,1.23,931,true
node21,19.6031486,-99.0550357,2025-01-21 19:23:00,1541,-11.778878107,KMBA_04A31607C091,53.01,52.13,1.46,461,true
node18,32.7089435,115.968206,2025-01-10 07:48:43,1574,-11.2115200185,KMBA_04A31607C091,55.6,57.06,1.05,660,true
node15,32.820169,107.497055,2025-01-15 00:52:33,1536,-21.7146543119,KMBA_04A31607C091,57.41,55.34,2.48,361,true
node18,48.09967,122.667783,2025-01-19 20:44:08,1320,-14.9420547446,KMBA_04A31607C091,52.16,55.99,2.91,505,true
node33,50.0138436,18.9779408,2025-01-21 08:50:43,763,-51.4094917302,KMBA_04A31607C091,51.61,55.8,1.24,117,false
node35,40.6875315,22.8426988,2025-01-28 04:43:11,305,-10.4150429457,KMBA_04A31607C091,51.69,52.12,2.12,970,false
node18,32.4033247,51.3994672,2025-01-21 15:44:58,427,-12.1606805826,KMBA_04A31607C091,58.81,58.19,1.35,168,true
node02,45.7608815,4.26286,2025-01-06 01:26:52,1130,-15.8132070047,KMBA_04A31607C091,55.29,54.58,3.31,837,true
node33,-10.5398609,121.9387783,2025-01-17 03:43:02,351,-10.6133115713,KMBA_04A31607C091,56.73,50.93,3.81,352,true
node36,29.943539,94.799435,2025-01-13 12:14:37,1073,-12.1332526715,KMBA_04A31607C091,51.33,59.67,3.02,790,true
node02,10.2203274,123.0540501,2025-01-05 02:56:12,735,-10.1351076239,KMBA_04A31607C091,50.41,54.0,2.48,153,true
node27,-33.4408815,-70.6516913,2025-01-19 00:45:37,1457,-11.6882202936,KMBA_04A31607C091,54.75,59.6,2.29,898,false
node02,48.3238703,38.5208692,2025-01-03 05:31:45,582,-13.2031215966,KMBA_04A31607C091,56.18,53.24,4.89,861,false
node33,63.6045211,24.9388982,2025-01-03 15:30:38,1558,-10.6619167142,KMBA_04A31607C091,55.91,59.61,2.71,322,false
node36,35.7017899,59.8468432,2025-01-23 18:04:35,1484,-10.1385131174,KMBA_04A31607C091,52.3,55.06,4.68,562,false
node33,-7.3304684,108.4424414,2025-01-15 14:26:51,691,-13.032197405,KMBA_04A31607C091,51.29,50.73,1.3,457,false
node35,-6.6835129,-35.148879,2025-01-16 14:05:13,1342,-12.841644546,KMBA_04A31607C091,59.06,52.5,3.87,77,false
node36,15.0244769,102.8355708,2025-01-19 19:30:30,1145,-12.0015952812,KMBA_04A31607C091,55.03,56.68,3.87,241,true
node33,16.3852649,120.6171345,2025-01-03 15:00:47,453,-13.2685807836,KMBA_04A31607C091,54.55,51.41,2.35,357,true
node02,-2.2014533,125.9369952,2025-01-30 08:08:07,1383,-11.3792570969,KMBA_04A31607C091,52.68,54.68,1.65,44,true
node36,-10.0017,124.4251,2025-01-29 18:29:05,667,-11.6666544854,KMBA_04A31607C091,51.46,55.49,1.11,666,false
node18,18.298167,109.452379,2025-01-18 07:19:07,1366,-14.7446202129,KMBA_04A31607C091,53.2,57.12,1.56,825,false
node18,27.66787,106.883864,2025-01-18 08:55:15,1282,-10.2337831198,KMBA_04A31607C091,51.25,58.56,4.49,127,true
node15,49.5438285,18.2789033,2025-01-20 07:29:59,531,-11.0823623017,KMBA_04A31607C091,58.86,58.31,2.86,84,true
node36,31.85932,105.754223,2025-01-21 07:55:09,890,-23.1415138872,KMBA_04A31607C091,52.99,59.16,1.06,277,false
node15,59.260523,15.1978279,2025-01-04 06:24:55,1538,-32.1438177471,KMBA_04A31607C091,54.05,58.65,3.75,624,false
node36,48.0482483,-1.6329288,2025-01-25 13:19:18,571,-11.9608426354,KMBA_04A31607C091,55.7,52.93,4.7,402,true
node35,11.5610083,8.581717,2025-01-17 14:19:23,1543,-12.6493399372,KMBA_04A31607C091,57.54,57.96,4.83,178,false
node15,10.2963526,1.3806902,2025-01-08 02:07:38,1436,-15.0923314075,KMBA_04A31607C091,56.14,54.78,2.08,267,true
node27,52.322296,18.3838669,2025-01-20 15:01:46,1166,-12.3707976308,KMBA_04A31607C091,52.04,59.9,2.83,115,false
node27,29.117096,110.479191,2025-01-30 19:58:29,683,-10.8938796389,KMBA_04A31607C091,60.0,54.93,1.73,507,true
node36,1.424768,103.6487041,2025-01-29 05:13:23,510,-15.129809106,KMBA_04A31607C091,54.76,51.85,4.95,56,false
node15,53.171935,-6.139018,2025-01-08 18:30:47,729,-19.4506176869,KMBA_04A31607C091,54.1,54.51,2.27,759,false
node36,45.5833482,-73.4372336,2025-01-02 09:12:54,1497,-10.14063288,KMBA_04A31607C091,58.9,59.98,3.35,64,true
node33,-34.6492768,-58.4809081,2025-01-18 06:45:18,487,-10.0182831821,KMBA_04A31607C091,52.32,56.49,2.61,616,true
node27,22.5064672,-79.4760133,2025-01-25 19:28:50,694,-14.4933073962,KMBA_04A31607C091,54.31,55.89,3.38,243,true
node36,-21.4152377,-50.0773225,2025-01-25 09:14:23,1321,-11.1944552535,KMBA_04A31607C091,58.29,56.01,2.85,328,false
node21,36.409259,99.679959,2025-01-27 21:59:00,538,-11.2749327575,KMBA_04A31607C091,58.43,51.86,3.46,778,true
node18,34.4274119,62.215754,2025-01-08 17:27:51,1492,-16.081184623,KMBA_04A31607C091,52.96,54.16,4.73,909,false
node21,38.1861536,140.6675584,2025-01-01 07:15:23,586,-12.1739788735,KMBA_04A31607C091,58.9,57.3,1.35,571,true
node04,48.507933,32.262317,2025-01-20 04:37:56,957,-10.8578343594,KMBA_04A31607C091,59.5,59.76,2.41,51,true
node35,34.8291055,36.2264681,2025-01-30 02:20:39,728,-11.0535338469,KMBA_04A31607C091,59.28,51.24,4.46,388,true
node36,55.6795223,12.5752968,2025-01-10 22:37:25,935,-16.56542007,KMBA_04A31607C091,59.88,54.29,1.41,534,true
node02,12.3420676,14.1858272,2025-01-15 21:47:32,1585,-14.2400850594,KMBA_04A31607C091,59.08,55.21,3.4,683,true
node33,-7.266667,111.866667,2025-01-03 20:45:35,330,-11.9223955348,KMBA_04A31607C091,57.32,58.74,4.98,248,true
node21,55.813247,37.478747,2025-01-02 02:09:42,693,-12.4826627714,KMBA_04A31607C091,50.98,58.91,3.13,721,true
